PLATE_NO,ROLLING_DATE,SCALE,SPEC,STEEL_KIND,PT_THK,PT_WDTH,PT_LTH,PT_WGT,FUR_NO,FUR_NO_ROW,FUR_HZ_TEMP,FUR_HZ_TIME,FUR_SZ_TEMP,FUR_SZ_TIME,FUR_TIME,ROLLING_TEMP_T5,HSB,ROLLING_DESCALING,WORK_GR,Vol
PB563123,2008-08-01:16:62:11,0,LR-AH32,C0,20.1,4528,20729,14810,2호기,2,1163,82,1160,53,257,959,1,8,4조,7.850082688286791
PB563124,2008-08-01:16:63:17,0,LR-A,C0,21.43,4058,30220,41260,3호기,1,1139,64,1158,64,258,966,1,8,1조,15.700032444668793
PB563125,2008-08-01:16:63:23,1,KR-A,C0,24.14,4490,20884,17770,3호기,2,1149,63,1164,65,244,976,1,7,1조,7.850370186331082
PB563126,2008-08-01:16:63:46,0,LR-A,C0,23.66,4087,28336,43020,1호기,1,1169,70,1168,59,246,989,1,8,4조,15.700463883678209
PB563127,2008-08-01:16:63:37,0,LR-A,C0,23.96,4055,18867,14390,1호기,2,1158,86,1156,57,260,985,1,8,2조,7.850191880232574
PB563128,2008-08-01:16:64:48,0,LR-A,C0,23.64,4575,17314,14700,2호기,1,1146,75,1157,52,258,957,1,8,2조,7.850211379117221
PB563129,2008-08-01:16:64:47,0,LR-A,C0,23.64,4575,17314,14700,2호기,2,1160,77,1160,64,253,956,1,8,4조,7.850211379117221
PB563130,2008-08-01:16:64:29,0,NV-A,C0,15.57,4086,26951,13460,3호기,1,1195,65,1174,64,245,942,1,10,2조,7.85024481976633
PB563131,2008-08-01:16:64:44,1,AB/A,C0,13.04,4229,38577,50100,3호기,2,1202,71,1178,60,246,907,1,10,1조,23.55016738611172
PB563132,2008-08-01:16:65:11,1,KR-A,C0,12.55,3495,40747,56120,1호기,1,1203,78,1185,52,247,890,1,9,1조,31.400106216762186
PB563133,2008-08-01:16:65:59,0,NV-A,C0,12.05,3361,43091,27400,1호기,2,1184,76,1172,70,250,906,1,10,3조,15.700317343274548
PB563134,2008-08-01:16:65:15,0,NV-A,C0,13.06,3211,43105,14190,2호기,1,1182,72,1172,57,233,877,1,10,4조,7.85002904303016
PB563135,2008-08-01:17:70:18,1,GL-A,C0,14.07,3444,37435,28480,2호기,2,1168,48,1171,79,253,935,0,10,1조,15.700189967965626
PB563136,2008-08-01:16:65:31,0,LR-A,C0,14.07,3501,42955,33220,3호기,1,1189,63,1175,60,238,884,1,10,4조,15.700001595499666
PB563137,2008-08-01:17:70:04,1,NK-KA,C0,15.08,3449,36983,15100,3호기,2,1197,72,1178,56,243,940,0,10,4조,7.850191910300881
PB563138,2008-08-01:17:70:34,1,NV-A,C0,15.08,3335,39894,15750,1호기,1,1199,73,1183,55,248,952,1,10,1조,7.850110951614068
PB563139,2008-08-01:17:71:11,0,LR-A,C0,15.08,3555,39469,49830,1호기,2,1164,53,1167,75,248,933,1,10,4조,23.550157581165166
PB563140,2008-08-01:17:71:22,0,NV-A,C0,16.09,3264,37621,15510,2호기,1,1180,68,1175,59,242,935,1,10,3조,7.850101431643448
PB563141,2008-08-01:17:72:53,0,NV-A,C0,15.38,3274,36025,14240,2호기,2,1196,60,1172,60,252,932,1,10,2조,7.85002408587499
PB563142,2008-08-01:17:70:33,1,NV-A,C0,15.38,3315,39677,15880,3호기,1,1196,65,1181,51,240,937,1,10,2조,7.850038783583757
PB563143,2008-08-01:17:71:05,1,AB/A,C0,15.58,3587,31410,41340,3호기,2,1199,67,1181,56,247,936,1,10,4조,23.550693798636882
PB563144,2008-08-01:17:72:04,1,NV-A,C0,16.59,3534,35568,16370,1호기,1,1198,54,1179,57,249,934,1,10,3조,7.850120131425143
PB563145,2008-08-01:17:71:38,1,NV-A,C0,16.6,3514,36098,16530,1호기,2,1181,53,1176,64,241,936,1,10,1조,7.850184569417418
PB563146,2008-08-01:17:71:47,1,NV-A,C0,18.11,3414,35170,17070,3호기,1,1205,76,1185,45,237,994,1,10,2조,7.8501722406291305
PB563147,2008-08-01:17:72:45,1,LR-A,C0,18.11,3493,31898,47520,2호기,1,1202,62,1184,49,247,955,1,10,2조,23.550272803685477
PB563148,2008-08-01:17:72:44,1,NV-A,C0,18.11,3429,35263,17190,3호기,2,1206,72,1184,52,243,998,1,10,2조,7.850018570059414
PB563149,2008-08-01:17:72:37,0,NV-A,C0,20.14,3278,30873,32000,2호기,2,1191,62,1174,58,243,982,1,8,4조,15.700111255201874
PB563150,2008-08-01:17:73:18,0,LR-A,C0,21.94,3812,29914,39280,1호기,1,1159,64,1155,53,256,978,1,8,4조,15.700282778982643
PB563151,2008-08-01:17:73:36,0,NV-A,C0,21.64,3685,34777,43540,1호기,2,1185,56,1173,56,240,986,1,8,3조,15.700068987177685
PB563152,2008-08-01:17:73:45,0,AB/AH32,C3,23.16,3208,31445,36680,2호기,2,1161,64,1166,51,241,984,1,8,4조,15.700186569100797
PB563153,2008-08-01:17:73:37,1,LR-AH32,C0,18.11,3571,41030,62490,3호기,1,1185,80,1171,48,238,958,0,10,1조,23.55053118799139
